price,logPrice,pricePerSqft,propertyType,postalCode,postalFsa,submarketCluster,livingAreaSqft,bedrooms,bathrooms,latitude,longitude,lat_x_lon,lat_sq,lon_sq,propertyTax,ageYears,h3Cell,assessedValue,salePrice,saleDate,timeAdjustmentFactor,bedroomsImputed
161391.30434782608,11.991587156959078,201.7391304347826,Detached,,,cluster-08,800.0,1.0,0,44.66313,-63.283763,-2826.4509337581903,1994.7951813969005,4004.834659440169,,,882b0c5363fffff,152500,160000.0,2025-04-10,1.008695652173913,False
1160000.0,13.963930563082547,351.728320194057,Detached,,,cluster-08,3298.0,3.0,2,44.752022,-63.304063,-2832.984820065386,2002.7434730884836,4007.404392307969,,64.0,882b012631fffff,944700,1150000.0,2025-04-30,1.008695652173913,True
776695.652173913,13.56280385657298,301.16155570915583,Detached,,,cluster-08,2579.0,3.0,3,44.754926,-63.33929,-2834.7452368425397,2003.003401265476,4011.8656577041,,46.0,882b012441fffff,730100,770000.0,2025-05-15,1.008695652173913,False
201739.1304347826,12.214730708273288,200.13802622498272,Detached,,,cluster-12,1008.0,3.0,1,45.095592,-63.060083,-2843.731774454136,2033.612417830464,3976.574067966889,,,882b01aad1fffff,164300,200000.0,2025-06-03,1.008695652173913,True
790297.0072765367,13.58016411236638,367.2383862809185,Detached,,,cluster-03,2152.0,4.0,2,44.798685,-62.869235,-2816.4590549559753,2006.9221777292248,3952.5407094852258,,23.0,882b0cd1a9fffff,661200,770000.0,2025-07-03,1.0263597497097878,False
549473.6842105263,13.216716161252329,611.2054329371816,Detached,,,cluster-12,899.0,3.0,1,45.123341,-62.955817,-2840.7767984245975,2036.1159030022816,3963.434894137489,,,882b01a063fffff,150500,540000.0,2025-08-26,1.0175438596491229,True
905614.0350877192,13.716368484420192,352.37900197965735,Detached,,,cluster-03,2570.0,4.0,4,44.74571,-63.049901,-2821.21258567471,2002.1785634041005,3975.290016109801,,5.0,882b0cca0bfffff,842400,890000.0,2025-08-28,1.0175438596491229,False
134315.7894736842,11.807948944280378,185.26315789473685,Detached,,,cluster-03,725.0,3.0,1,44.772574,-62.849023,-2813.912533095202,2004.583382585476,3949.9996920545295,,,882b0cd1bbfffff,134000,132000.0,2025-08-28,1.0175438596491229,False
3866666.666666667,15.167903367408485,669.7846295975519,Detached,,,cluster-04,5773.0,3.0,5,44.483166,-63.538787,-2826.406409559642,1978.7520573835557,4037.177453431369,,19.0,882b0c4acdfffff,3438600,3800000.0,2025-09-02,1.0175438596491229,False
440019.5438596491,12.99457442277084,606.9235087719298,Detached,,,cluster-08,725.0,3.0,1,44.703815,-63.192245,-2824.934429914675,1998.431075554225,3993.259828140025,,,882b0cc9c1fffff,302400,432433.0,2025-09-16,1.0175438596491229,True
407017.5438596491,12.916611568801988,255.8249804271836,Detached,,,cluster-07,1591.0,3.0,3,44.650348,-64.071876,-2860.8315604128484,1993.653576521104,4105.2052941593765,,51.0,882b0e8ac5fffff,430000,400000.0,2025-09-18,1.0175438596491229,False
1016526.3157894736,13.83190180034256,368.1732400541375,Detached,,,cluster-03,2761.0,4.0,4,44.742084,-62.898513,-2814.210552121092,2001.854080663056,3956.222937611169,,9.0,882b0cc319fffff,849800,999000.0,2025-10-01,1.0175438596491229,False
203407.0175438597,12.22296426320036,493.7063532617953,Detached,,,cluster-12,412.0,1.0,0,45.037485,-63.261575,-2849.142235138874,2028.375055125225,4002.0268714806257,,19.0,882b013221fffff,93000,199900.0,2025-10-29,1.0175438596491229,False
533392.8571428572,13.187013499457144,358.9453951163238,Detached,,,cluster-03,1486.0,3.0,2,44.778616,-62.998323,-2820.977714260968,2005.124450875456,3968.788700812329,,1.0,882b0cd887fffff,478700,515000.0,2025-11-04,1.0357142857142858,False
890714.2857142858,13.69977898804096,253.47589234897148,Detached,,,cluster-08,3514.0,7.0,3,44.756653,-63.34105,-2834.93339550565,2003.157987762409,4012.0886151025,,27.0,882b012441fffff,556700,860000.0,2025-11-07,1.0357142857142858,False
673214.2857142858,13.41981896168309,311.96213425129093,Detached,,,cluster-09,2158.0,3.0,1,45.052965,-63.417456,-2857.14442555704,2029.769655291225,4021.773725511936,,48.0,882b013a59fffff,538600,650000.0,2025-12-11,1.0357142857142858,True
443725.2173913043,13.002960770079923,525.7407788996496,Detached,,,cluster-09,844.0,3.0,1,44.905331,-63.418632,-2847.834661527192,2016.4887522195609,4021.922884751424,,36.0,882b012227fffff,295700,439900.0,2026-04-09,1.008695652173913,False
300000.0,12.611537753638338,366.3003663003663,Detached,,,cluster-12,819.0,3.0,1,45.055814,-63.022664,-2839.537426968496,2030.026375202596,3971.856177656896,,,882b01a1bbfffff,173800,300000.0,2026-05-01,1.0,True
