price,logPrice,pricePerSqft,propertyType,postalCode,postalFsa,submarketCluster,livingAreaSqft,bedrooms,bathrooms,latitude,longitude,lat_x_lon,lat_sq,lon_sq,propertyTax
4788000.0,15.381623345660001,2388.0299251870324,Condo,V6C2C6,V6C,cluster-01,2005.0,2.0,3.0,49.2885563,-123.1180593,-6068.311397354789,2429.36178213827,15158.056525798316,13450.0
715000.0,13.480037821676145,1015.625,Condo,V5R0E4,V5R,cluster-08,704.0,2.0,1.0,49.232991,-123.023952,-6056.837121600432,2423.887402806081,15134.892765698303,2184.0
819900.0,13.616937660584268,1032.6196473551638,Condo,V5Z0A2,V5Z,cluster-11,794.0,1.0,1.0,49.2599842,-123.1204298,-6064.910426645209,2426.5460433842495,15158.640234136727,2354.0
595000.0,13.296316684527767,981.8481848184819,Condo,V6Z2M9,V6Z,cluster-01,606.0,1.0,1.0,49.2773815,-123.1273306,-6067.392443052823,2428.260327496542,15160.339540681694,1772.0
1868888.0,14.440854159548486,1196.47119078105,Townhouse,V5Y0N1,V5Y,cluster-11,1562.0,3.0,3.0,49.2337592,-123.1100599,-6061.171044214176,2423.9630449635847,15156.086848581586,5272.0
3988000.0,15.198800410063866,1211.4216281895503,Detached,V6N2H5,V6N,cluster-03,3292.0,4.0,3.0,49.2420946,-123.1870348,-6065.987621115092,2424.7838805953493,15175.045542816413,14911.0
6500000.0,15.687312734865866,1344.3640124095139,Detached,V6J4J3,V6J,cluster-06,4835.0,3.0,5.0,49.2468958,-123.1455245,-6064.534813287846,2425.2567459360575,15164.8202043801,28056.0
915000.0,13.726679344257658,1226.5415549597856,Condo,V5N1E1,V5N,cluster-09,746.0,2.0,2.0,49.2689672,-123.0704552,-6063.554220537869,2427.431128954676,15146.336943135206,2517.0
1688000.0,14.339054954138039,1425.6756756756756,Townhouse,V5Z2S6,V5Z,cluster-00,1184.0,2.0,3.0,49.2264236,-123.1228577,-6060.897947982721,2423.2407804466366,15159.238088214448,
785000.0,13.573438996764546,1041.1140583554377,Condo,V5T0G7,V5T,cluster-05,754.0,1.0,1.0,49.2672399,-123.0957596,-6064.588318885928,2427.260927364152,15152.56603150099,2226.0
1249000.0,14.037853789107714,1365.0273224043715,Condo,V6Z0E7,V6Z,cluster-05,915.0,2.0,2.0,49.2749667,-123.1153764,-6066.506072367966,2428.022343286109,15157.395906113677,3787.0
659000.0,13.398478813484644,1100.1669449081803,Condo,V6B0E3,V6B,cluster-05,599.0,1.0,1.0,49.2780963,-123.1156255,-6066.903649423735,2428.3307749520736,15157.457242256249,2030.0
1499999.0,14.22097499940555,923.6447044334975,Detached,V5N3L2,V5N,cluster-09,1624.0,4.0,2.0,49.2529857,-123.0756326,-6061.842372466254,2425.856600364405,15147.611339890183,6534.0
768000.0,13.551545012129809,1072.6256983240223,Condo,V5R6H4,V5R,cluster-08,716.0,1.0,1.0,49.2354608,-123.0274905,-6057.315185835122,2424.1306001883363,15135.76341872759,1986.0
1099000.0,13.909911233385758,1286.8852459016393,Condo,V5N1E1,V5N,cluster-09,854.0,2.0,2.0,49.2689672,-123.0704552,-6063.554220537869,2427.431128954676,15146.336943135206,2971.0
949000.0,13.763164077592064,1083.3333333333333,Condo,V6Z3E1,V6Z,cluster-01,876.0,2.0,2.0,49.278458,-123.1295091,-6067.632342744968,2428.366422857764,15160.876011206985,
